"","top_hit","gene_id","length","eValue","bitscore","simMean","UniProtKB_entry","status","protein_names","gene_names","organism","GO_IDs","GO_terms"
"19051","XP_022786583.1","Pver_g19533.t1",481,1.2e-202,717.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19052","XP_022786652.1","Pver_g19534.t1",579,2.9e-222,782.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19053","RMX53189.1","Pver_g19535.t1",91,2.1e-46,195.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19054","XP_027042371.1","Pver_g19536.t1",541,4e-232,815.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19055","XP_022810167.1","Pver_g19537.t1",341,3.5e-83,320.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19056","XP_027035669.1","Pver_g19538.t1",422,1.6e-215,759.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19057","XP_027035676.1","Pver_g19539.t1",379,9.5e-190,673.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19058","XP_027035691.1","Pver_g19540.t1.1.5de5cb36",191,5.6e-98,367.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19059","XP_027035686.1","Pver_g19541.t1",356,7.2e-208,733.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19060","XP_027052447.1","Pver_g19542.t2",176,5.5e-41,178.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19061","XP_027044042.1","Pver_g19543.t2",309,1.8e-82,317,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19062","XP_027044039.1","Pver_g19544.t1",149,3.7e-69,273.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19063","XP_027046567.1","Pver_g19545.t1",961,0,1167.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19064","RMX43941.1","Pver_g19546.t1",46,1.3e-14,90.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19065","PFX14825.1","Pver_g19547.t1",52,2.1e-10,77,78.85,"A0A2B4REX4_STYPI","unreviewed","ATP synthase subunit gamma, mitochondrial","ATP5C1 AWC38_SpisGene20989","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0015986; F:GO:0046933; C:GO:0045261;GO:0045261; GO:0046933","P:ATP synthesis coupled proton transport; F:proton-transporting ATP synthase activity, rotational mechanism; C:proton-transporting ATP synthase complex, catalytic core F(1);proton-transporting ATP synthase complex, catalytic core F(1) [GO:0045261]; proton-transporting ATP synthase activity, rotational mechanism [GO:0046933]"
"19066","XP_027036213.1","Pver_g19548.t1",645,0,1216.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19067","RMX55076.1","Pver_g19549.t1",97,2.1e-06,64.7,44.33,"A0A3M6UN37_POCDA","unreviewed","TRAF-type domain-containing protein","pdam_00023211","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0008270; F:GO:0046872;GO:0008270","F:zinc ion binding; F:metal ion binding;zinc ion binding [GO:0008270]"
"19068","PFX31079.1","Pver_g19550.t2",221,3.7e-100,375.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19069","RMX51444.1","Pver_g19551.t1",207,6.9e-64,255.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19070","XP_015757475.1","Pver_g19552.t1",286,1.2e-80,310.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19071","RMX58979.1","Pver_g19553.t1",160,5.8e-51,211.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19072","XP_027054152.1","Pver_g19554.t1",96,1.1e-34,157.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19073","XP_027054152.1","Pver_g19555.t1",106,6e-44,188.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19074","PFX23884.1","Pver_g19556.t1",688,5.9e-236,828.2,80.81,"A0A2B4RZK1_STYPI","unreviewed","E3 ubiquitin-protein ligase TRIM71","trim71 AWC38_SpisGene11532","Stylophora pistillata (Smooth cauliflower coral)","F:GO:0008270; C:GO:0005737;GO:0005737; GO:0008270","F:zinc ion binding; C:cytoplasm;cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]"
"19075","RMX57295.1","Pver_g19557.t1",492,7.8e-158,567.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19076","XP_015769850.1","Pver_g19558.t1",433,4.2e-130,475.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19077","XP_015762064.1","Pver_g19559.t1",805,3.2e-222,782.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19078","XP_029199329.1","Pver_g19560.t1",1267,3.8e-225,792.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19079","XP_015767461.1","Pver_g19561.t1",183,1.1e-87,334.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19080","XP_015762913.1","Pver_g19562.t1",435,2e-49,206.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19081","XP_015762913.1","Pver_g19563.t1",368,2.1e-74,290.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19082","RMX40943.1","Pver_g19564.t1",258,2.4e-96,362.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19083","KXJ14659.1","Pver_g19565.t2",404,3e-76,298.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19084","KXJ21442.1","Pver_g19566.t1",412,1.2e-110,411.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19085","RMX47704.1","Pver_g19567.t1",243,1.8e-70,276.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19086","PFX19205.1","Pver_g19568.t2",872,1.9e-248,870.2,55.96,"A0A2B4RSH4_STYPI","unreviewed","Receptor protein-tyrosine kinase (EC 2.7.10.1)","Cad96Ca AWC38_SpisGene16373","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0006468; P:GO:0016310; P:GO:0018108; F:GO:0000166; F:GO:0004672; F:GO:0004713; F:GO:0004714; F:GO:0005524; F:GO:0016301; C:GO:0016020; C:GO:0016021;GO:0004714; GO:0005524; GO:0016021","P:protein phosphorylation; P:phosphorylation; P:peptidyl-tyrosine phosphorylation; F:nucleotide binding; F:protein kinase activity; F:protein tyrosine kinase activity; F:transmembrane receptor protein tyrosine kinase activity; F:ATP binding; F:kinase activity; C:membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]"
"19087","RMX58878.1","Pver_g19569.t1",222,4.2e-97,366.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19088","XP_020914110.1","Pver_g19570.t1",661,5.8e-178,636.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19089","XP_027046916.1","Pver_g19571.t2",213,5.4e-59,240,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19090","XP_027059438.1","Pver_g19572.t1",52,4e-15,93.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19091","XP_029206142.1","Pver_g19573.t2",973,1.2e-243,854.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19092","XP_027051113.1","Pver_g19574.t1",264,3e-141,512.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19093","XP_022786041.1","Pver_g19575.t1",2659,0,4118.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19094","XP_015767475.1","Pver_g19576.t1",420,3.6e-137,499.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19095","XP_029204266.1","Pver_g19577.t1",518,9e-143,518.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19096","XP_029203053.1","Pver_g19578.t1",1840,0,1994.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19097","XP_029214382.1","Pver_g19579.t1",292,1.9e-92,350.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19098","PFX13593.1","Pver_g19580.t1",215,3.9e-106,396.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19099","RMX43858.1","Pver_g19581.t2",591,6e-263,917.9,79.7,"A0A3M6TRG1_POCDA","unreviewed","Uncharacterized protein","pdam_00024909","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0007165; F:GO:0016757;GO:0007165; GO:0016757","P:signal transduction; F:glycosyltransferase activity;transferase activity, transferring glycosyl groups [GO:0016757]; signal transduction [GO:0007165]"
"19100","XP_027045152.1","Pver_g19582.t1",277,5.4e-123,451.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19101","XP_020607738.1","Pver_g19583.t1",286,1.3e-121,448,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19102","XP_027042365.1","Pver_g19584.t1",275,6.4e-114,421.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19103","XP_022803805.1","Pver_g19585.t1",257,3e-113,420.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19104","PFX13368.1","Pver_g19586.t1",741,2e-233,820.5,60.46,"A0A2B4RAG9_STYPI","unreviewed","Nephrocystin-3","nphp3 AWC38_SpisGene22550","Stylophora pistillata (Smooth cauliflower coral)","C:GO:0005856; C:GO:0005871; C:GO:0005874;GO:0005871; GO:0005874","C:cytoskeleton; C:kinesin complex; C:microtubule;kinesin complex [GO:0005871]; microtubule [GO:0005874]"
"19105","PFX23920.1","Pver_g19587.t1",701,5.7e-149,539.3,43.51,"A0A2B4S540_STYPI","unreviewed","Pro-Pol polyprotein","pol AWC38_SpisGene11517","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0015074; F:GO:0003676;GO:0003676; GO:0015074","P:DNA integration; F:nucleic acid binding;nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]"
"19106","RMX37076.1","Pver_g19588.t1",106,6.2e-50,209.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19107","RMX61033.1","Pver_g19589.t1",2673,0,4766.1,93.08,"A0A3M6V4Z5_POCDA","unreviewed","Uncharacterized protein (Fragment)","pdam_00007559","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006468; P:GO:0007186; P:GO:0007399; P:GO:0030154; F:GO:0004672; F:GO:0004930; F:GO:0005524; F:GO:0008201; C:GO:0005886; C:GO:0016021;GO:0004672; GO:0004930; GO:0005524; GO:0005886; GO:0007399; GO:0008201; GO:0016021; GO:0030154","P:protein phosphorylation; P:G protein-coupled receptor signaling pathway; P:nervous system development; P:cell differentiation; F:protein kinase activity; F:G protein-coupled receptor activity; F:ATP binding; F:heparin binding; C:plasma membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; G protein-coupled receptor activity [GO:0004930]; heparin binding [GO:0008201]; protein kinase activity [GO:0004672]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]"
"19108","PFX16576.1","Pver_g19590.t1",372,5.2e-176,629.4,85.48,"A0A2B4RHD3_STYPI","unreviewed","Putative nuclease HARBI1","HARBI1 AWC38_SpisGene19145","Stylophora pistillata (Smooth cauliflower coral)","F:GO:0046872;GO:0046872","F:metal ion binding;metal ion binding [GO:0046872]"
"19109","XP_027051337.1","Pver_g19591.t1",614,7.7e-149,538.5,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19110","RMX40657.1","Pver_g19592.t1",159,1e-64,258.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19111","PFX14702.1","Pver_g19593.t1",748,1.6e-239,840.5,57.89,"A0A2B4REM5_STYPI","unreviewed","Receptor protein-tyrosine kinase (EC 2.7.10.1)","Cad96Ca AWC38_SpisGene21115","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0009987; F:GO:0016301;GO:0004714; GO:0005044; GO:0005524; GO:0016021","P:cellular process; F:kinase activity;integral component of membrane [GO:0016021]; ATP binding [GO:0005524]; scavenger receptor activity [GO:0005044]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]"
"19112","RMX55264.1","Pver_g19594.t1",588,7.1e-220,774.6,67.18,"A0A3M6UP03_POCDA","unreviewed","Uncharacterized protein","pdam_00021341","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0009987;GO:0005044; GO:0005886; GO:0007155; GO:0007411","P:cellular process;plasma membrane [GO:0005886]; scavenger receptor activity [GO:0005044]; axon guidance [GO:0007411]; cell adhesion [GO:0007155]"
"19113","XP_022793677.1","Pver_g19595.t1",206,3.1e-67,267.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19114","XP_027051409.1","Pver_g19596.t1",470,1.3e-217,767.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19115","XP_027048817.1","Pver_g19597.t1",475,9.4e-258,900.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19116","PFX28906.1","Pver_g19598.t2",190,4.7e-75,292.4,81.05,"A0A2B4SHP3_STYPI","unreviewed","Histone-lysine N-methyltransferase SETD2","Setd2 AWC38_SpisGene6343","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0097198; F:GO:0005201; F:GO:0046975; C:GO:0005634; C:GO:0016021;GO:0005201; GO:0005634; GO:0005694; GO:0016021; GO:0046975; GO:0097198","P:histone H3-K36 trimethylation; F:extracellular matrix structural constituent; F:histone methyltransferase activity (H3-K36 specific); C:nucleus; C:integral component of membrane;chromosome [GO:0005694]; integral component of membrane [GO:0016021]; nucleus [GO:0005634]; extracellular matrix structural constituent [GO:0005201]; histone methyltransferase activity (H3-K36 specific) [GO:0046975]; histone H3-K36 trimethylation [GO:0097198]"
"19117","PFX21141.1","Pver_g19599.t1",142,7.7e-57,232.3,77.46,"A0A2B4RU58_STYPI","unreviewed","Cadherin EGF LAG seven-pass G-type receptor 2","CELSR2 AWC38_SpisGene14375","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0007155; P:GO:0007165; F:GO:0004888; C:GO:0016020;GO:0004930; GO:0005509; GO:0005886; GO:0007156; GO:0007166; GO:0016021","P:cell adhesion; P:signal transduction; F:transmembrane signaling receptor activity; C:membrane;integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]"
"19118","XP_027043352.1","Pver_g19600.t2",139,9.4e-70,275.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19119","XP_027056781.1","Pver_g19601.t1",475,3.6e-230,808.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19120","XP_015776194.1","Pver_g19602.t1",423,1.6e-124,458.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19121","XP_022802428.1","Pver_g19603.t1",738,1.7e-253,886.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19122","XP_027041659.1","Pver_g19604.t1",367,5.3e-200,708.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19123","XP_027056681.1","Pver_g19605.t1",1111,0,1262.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19124","KXJ06405.1","Pver_g19606.t1",170,1.3e-53,220.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19125","RMX57396.1","Pver_g19607.t2",1152,0,1149.8,54.43,"A0A3M6UUM9_POCDA","unreviewed","Uncharacterized protein","pdam_00023481","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0006811; P:GO:0034220; F:GO:0005216; C:GO:0016020; C:GO:0016021;GO:0005216; GO:0016021","P:ion transport; P:ion transmembrane transport; F:ion channel activity; C:membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; ion channel activity [GO:0005216]"
"19126","XP_027042154.1","Pver_g19608.t1",284,5.1e-121,445.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19127","XP_027047517.1","Pver_g19611.t1",630,0,1252.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19128","RMX43096.1","Pver_g19612.t1",126,1.6e-65,259.6,99.21,"A0A3M6TP26_POCDA","unreviewed","Uncharacterized protein","pdam_00006842","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0055085; C:GO:0005743; C:GO:0016021;GO:0005743; GO:0016021; GO:0055085","P:transmembrane transport; C:mitochondrial inner membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; mitochondrial inner membrane [GO:0005743]; transmembrane transport [GO:0055085]"
"19129","XP_020623472.1","Pver_g19613.t1",238,2.6e-74,290.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19130","XP_029180448.1","Pver_g19614.t1",349,3.5e-104,389.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19131","XP_029180449.1","Pver_g19615.t1",281,3.1e-143,518.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19132","XP_027056681.1","Pver_g19616.t2",2782,0,1709.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19133","XP_022804393.1","Pver_g19617.t1",34,4e-09,73.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19134","XP_022787539.1","Pver_g19618.t2",999,0,1844.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19135","RMX54355.1","Pver_g19619.t1",60,2.7e-16,96.7,85,"A0A3M6UL45_POCDA","unreviewed","Uncharacterized protein","pdam_00018405","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005524;GO:0005524; GO:0016887","F:ATP binding;ATP binding [GO:0005524]; ATPase activity [GO:0016887]"
"19136","XP_020604966.1","Pver_g19620.t1",418,1.5e-80,311.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19137","XP_022804561.1","Pver_g19621.t2",434,5.4e-153,552.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19138","XP_020609283.1","Pver_g19622.t1",438,2.7e-108,404.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19139","RMX51253.1","Pver_g19623.t2",991,0,1348.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19140","XP_022808161.1","Pver_g19624.t1",497,1.9e-206,729.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19141","XP_020621988.1","Pver_g19625.t1",216,5.2e-44,188.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19142","RMX61398.1","Pver_g19626.t1",248,4.5e-55,225.7,47.18,"A0A3M6V948_POCDA","unreviewed","Uncharacterized protein (Fragment)","pdam_00018290","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","F:GO:0005509;GO:0005509","F:calcium ion binding;calcium ion binding [GO:0005509]"
"19143","RMX39028.1","Pver_g19627.t1",115,5.8e-42,181,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19144","XP_015772436.1","Pver_g19628.t1",396,3.9e-138,502.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19145","PFX18464.1","Pver_g19629.t1",1003,2.6e-276,962.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19146","XP_022796866.1","Pver_g19630.t1",102,7.9e-14,87.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19147","XP_022799197.1","Pver_g19631.t1",857,0,1187.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19148","PFX17533.1","Pver_g19632.t1",264,8.1e-62,248.8,45.45,"A0A2B4RL51_STYPI","unreviewed","Polycystic kidney disease protein 1-like 2","Pkd1l2 AWC38_SpisGene18131","Stylophora pistillata (Smooth cauliflower coral)","F:GO:0005509; C:GO:0016020; C:GO:0016021;GO:0005509; GO:0016021","F:calcium ion binding; C:membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; calcium ion binding [GO:0005509]"
"19149","XP_027036609.1","Pver_g19633.t2",438,2.1e-196,696,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19150","XP_029181738.1","Pver_g19634.t1",1716,0,1914.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19151","RMX49105.1","Pver_g19635.t1",267,1.7e-113,420.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19152","XP_027047924.1","Pver_g19636.t1",164,1.1e-73,288.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19153","XP_027047924.1","Pver_g19637.t1",340,2.1e-147,535,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19154","XP_027047924.1","Pver_g19638.t1",226,2.2e-82,317,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19155","XP_022790763.1","Pver_g19639.t1",279,8.6e-124,456.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19156","PFX32793.1","Pver_g19640.t1",57,2.2e-16,95.1,77.19,"A0A2B4SUM8_STYPI","unreviewed","Nuclear export mediator factor NEMF","NEMF AWC38_SpisGene2346","Stylophora pistillata (Smooth cauliflower coral)","C:GO:0016020;GO:0016021","C:membrane;integral component of membrane [GO:0016021]"
"19157","RMX48525.1","Pver_g19641.t1",280,2.3e-116,429.5,77.86,"A0A3M6U4B3_POCDA","unreviewed","Uncharacterized protein","pdam_00008498","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0051260;GO:0051260","P:protein homooligomerization;protein homooligomerization [GO:0051260]"
"19158","RMX48525.1","Pver_g19642.t1",689,1.2e-272,949.9,69.81,"A0A3M6U4B3_POCDA","unreviewed","Uncharacterized protein","pdam_00008498","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0051260;GO:0051260","P:protein homooligomerization;protein homooligomerization [GO:0051260]"
"19159","XP_022799064.1","Pver_g19643.t1",998,8.4e-300,1040.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19160","XP_027053126.1","Pver_g19644.t2",1080,0,1643.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19161","XP_027055700.1","Pver_g19645.t1",391,5.3e-178,634.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19162","XP_027055700.1","Pver_g19646.t1",461,3.4e-207,733.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19163","XP_022781325.1","Pver_g19647.t1",272,6.7e-33,152.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19164","PFX21239.1","Pver_g19648.t1",68,7.1e-22,115.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19165","XP_027037866.1","Pver_g19649.t1",185,9e-85,323.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19166","KAG5692934.1","Pver_g19650.t1",296,5.6e-111,411.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19167","XP_022808331.1","Pver_g19651.t1",481,3.1e-134,490,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19168","XP_015761075.1","Pver_g19652.t1",1427,0,1282.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19169","PFX26970.1","Pver_g19653.t1",417,1.1e-154,557.4,73.86,"A0A2B4SDS3_STYPI","unreviewed","G2/M phase-specific E3 ubiquitin-protein ligase","G2E3 AWC38_SpisGene8362","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0016567; F:GO:0004842;GO:0004842","P:protein ubiquitination; F:ubiquitin-protein transferase activity;ubiquitin-protein transferase activity [GO:0004842]"
"19170","RMX43074.1","Pver_g19654.t1",1038,3.6e-297,1033.1,59.92,"A0A3M6TPA2_POCDA","unreviewed","ABC transmembrane type-1 domain-containing protein","pdam_00023394","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","P:GO:0042908; P:GO:0055085; F:GO:0005524; F:GO:0008559; F:GO:0140359; C:GO:0016020; C:GO:0016021;GO:0005524; GO:0008559; GO:0016021","P:xenobiotic transport; P:transmembrane transport; F:ATP binding; F:ABC-type xenobiotic transporter activity; F:ABC-type transporter activity; C:membrane; C:integral component of membrane;integral component of membrane [GO:0016021]; ABC-type xenobiotic transporter activity [GO:0008559]; ATP binding [GO:0005524]"
"19171","XP_022784367.1","Pver_g19655.t1",178,1.3e-85,327.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19172","PFX23638.1","Pver_g19656.t1",395,8.4e-173,617.5,78.73,"A0A2B4S501_STYPI","unreviewed","Protein sidekick-2 (Fragment)","Sdk2 AWC38_SpisGene11782","Stylophora pistillata (Smooth cauliflower coral)","C:GO:0016021;GO:0016021","C:integral component of membrane;integral component of membrane [GO:0016021]"
"19173","XP_022794872.1","Pver_g19657.t3",201,2.2e-57,234.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19174","RMX52858.1","Pver_g19658.t1",1093,2.6e-229,806.6,93.87,"A0A3M6UHL5_POCDA","unreviewed","TPR_REGION domain-containing protein","pdam_00011330","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016021;GO:0016021","C:integral component of membrane;integral component of membrane [GO:0016021]"
"19175","RMX57070.1","Pver_g19660.t1",368,8.2e-143,517.7,75.82,"A0A3M6UTV0_POCDA","unreviewed","TNFR-Cys domain-containing protein","pdam_00008205","Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)","C:GO:0016020;GO:0016021","C:membrane;integral component of membrane [GO:0016021]"
"19176","PFX26454.1","Pver_g19661.t2",1005,0,1109,59.3,"A0A2B4S712_STYPI","unreviewed","NACHT, LRR and PYD domains-containing protein 12","Nlrp12 AWC38_SpisGene8868","Stylophora pistillata (Smooth cauliflower coral)","P:GO:0007165;GO:0007165","P:signal transduction;signal transduction [GO:0007165]"
"19177","XP_027055700.1","Pver_g19662.t1",461,9.5e-242,847.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19178","RMX58365.1","Pver_g19663.t1",47,1.5e-10,76.6,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19179","XP_027057694.1","Pver_g19664.t1",262,7.3e-136,494.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19180","XP_015763900.1","Pver_g19665.t1",443,5.7e-83,319.3,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19181","XP_015763900.1","Pver_g19666.t1",463,1.5e-83,320.9,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19182","XP_015763900.1","Pver_g19667.t1",176,5.7e-56,229.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19183","XP_027056307.1","Pver_g19668.t3",479,4e-230,810.1,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19184","XP_027054718.1","Pver_g19669.t1",40,7.4e-08,69.7,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19185","KXJ09859.1","Pver_g19670.t1",96,2.1e-29,139.4,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19186","RMX50647.1","Pver_g19671.t1",509,1.2e-236,831.2,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19187","XP_029184090.1","Pver_g19672.t1",700,0,1327.8,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
"19188","XP_029202938.1","Pver_g19673.t1",192,2.6e-54,223,NA,NA,NA,NA,NA,NA,"NA;NA","NA;NA"
