"gene"	"pval.treatment"	"adj.pval.treatment"	"Query"	"Source"	"Hit_accession"	"Hit_description"	"Query_length"	"Hit_length"	"Identity."	"bitscore"	"evalue"	"Coverage"	"Organism"	"Gene_ontology_IDs"
"Pver_gene_g11697"	0.00204252412933154	0.0343070943244323	"Pver_g11697.t1"	"swiss-prot"	"P51824"	"ADP-ribosylation factor 1"	815	171	59.1	211	3.87e-62	86.80203046	"Solanum tuberosum (Potato)"	"GO:0005525; GO:0005794; GO:0015031; GO:0016192"
"Pver_gene_g13854"	0.00204775866630663	0.0343565856237545	"Pver_g13854.t1"	"swiss-prot"	"Q86UK7"	"E3 ubiquitin-protein ligase ZNF598 (EC 2.3.2.27) (Zinc finger protein 598)"	699	303	50.2	322	4.76e-97	33.51769912	"Homo sapiens (Human)"	"GO:0003723; GO:0006513; GO:0016567; GO:0043022; GO:0046872; GO:0061630; GO:0072344"
"Pver_gene_g18611"	0.00205866115849321	0.0344924961167505	"Pver_g18611.t1"	"trembl"	"A0A2B4RAD6"	"Putative RNA-directed DNA polymerase from transposon X-element"	973	453	79.9	715	0	32.24199288	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003964; GO:0004803; GO:0006313"
"Pver_gene_g19812"	0.00206045345076753	0.0344924961167505	"Pver_g19812.t1"	"swiss-prot"	"P04323"	"Retrovirus-related Pol polyprotein from transposon 17.6 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	569	202	32.2	116	7.36e-26	19.0926276	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"Pver_gene_g1949"	0.00209928877680901	0.0351034746910513	"Pver_g1949.t1"	"swiss-prot"	"O00410"	"Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)"	1132	1125	56.4	1288	0	102.5524157	"Homo sapiens (Human)"	"GO:0003723; GO:0005095; GO:0005634; GO:0005643; GO:0005730; GO:0005737; GO:0006606; GO:0006607; GO:0006610; GO:0008139; GO:0008536; GO:0016020; GO:0016032; GO:0042307; GO:0045736; GO:0061608; GO:0071230"
"Pver_gene_g22055"	0.00211143155197679	0.0352672482586023	"Pver_g22055.t1"	"trembl"	"A0A2B4REM0"	"Uncharacterized protein"	313	313	53	354	5.94e-113	38.31089351	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0008270"
"Pver_gene_g21166"	0.00212390516578774	0.0354361777438542	"Pver_g21166.t1"	"swiss-prot"	"P11369"	"LINE-1 retrotransposable element ORF2 protein (ORF2p) (Long interspersed element-1) (L1) (Retrovirus-related Pol polyprotein LINE-1) [Includes: Reverse transcriptase (EC 2.7.7.49); Endonuclease (EC 3.1.21.-)]"	264	119	33.6	54.7	3.61e-07	9.289617486	"Mus musculus (Mouse)"	"GO:0003964; GO:0004519; GO:0006310; GO:0046872"
"Pver_gene_g16374"	0.00213006326958459	0.035499478419625	"Pver_g16374.t1"	"swiss-prot"	"Q09575"	"Uncharacterized protein K02A2.6"	736	271	29.5	99.4	5.03e-20	21.37223975	"Caenorhabditis elegans"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g8584"	0.00213817418530033	0.0355951480781262	"Pver_g8584.t1"	"swiss-prot"	"Q80Z37"	"E3 ubiquitin-protein ligase Topors (EC 2.3.2.27) (RING-type E3 ubiquitin transferase Topors) (SUMO1-protein E3 ligase Topors) (Topoisomerase I-binding RING finger protein) (Topoisomerase I-binding arginine/serine-rich protein) (Tumor suppressor p53-binding protein 3) (p53-binding protein 3) (p53BP3)"	569	48	45.8	53.5	4.03e-06	4.646660213	"Mus musculus (Mouse)"	"GO:0000151; GO:0000209; GO:0000922; GO:0000930; GO:0003677; GO:0003823; GO:0004842; GO:0005634; GO:0005654; GO:0005814; GO:0006511; GO:0006513; GO:0006974; GO:0008630; GO:0016605; GO:0016607; GO:0016925; GO:0019789; GO:0032391; GO:0034504; GO:0036064; GO:0042127; GO:0042771; GO:0043161; GO:0044547; GO:0045893; GO:0046872; GO:0051443; GO:0051457; GO:0061630; GO:0070936"
"Pver_gene_g9253"	0.00214367338725297	0.0356471756179298	"Pver_g9253.t1"	"swiss-prot"	"O75882"	"Attractin (DPPT-L) (Mahogany homolog)"	1039	522	34.674	281	3e-77	36.52904129	"Homo sapiens (Human)"	"GO:0005615; GO:0005737; GO:0005886; GO:0005887; GO:0006954; GO:0006979; GO:0009887; GO:0009888; GO:0021549; GO:0030246; GO:0038023; GO:0040014; GO:0042552; GO:0043473; GO:0070062"
"Pver_gene_g5559"	0.00214769029733464	0.0356744662663462	"Pver_g5559.t2"	"swiss-prot"	"A6QQC6"	"HEPACAM family member 2 (Mitotic kinetics regulator)"	729	154	33.1	58.9	9.73e-08	31.36456212	"Bos taurus (Bovine)"	"GO:0000139; GO:0005654; GO:0005794; GO:0005813; GO:0005819; GO:0007098; GO:0016021; GO:0030496; GO:0051301; GO:0072686"
"Pver_gene_g2574"	0.00215569919214023	0.0357679326731245	"Pver_g2574.t1"	"swiss-prot"	"Q15075"	"Early endosome antigen 1 (Endosome-associated protein p162) (Zinc finger FYVE domain-containing protein 2)"	491	40	52.5	61.2	1.57e-08	2.834868887	"Homo sapiens (Human)"	"GO:0003676; GO:0005516; GO:0005545; GO:0005737; GO:0005769; GO:0005829; GO:0005969; GO:0006897; GO:0006906; GO:0008270; GO:0016020; GO:0016189; GO:0019897; GO:0030742; GO:0031901; GO:0039694; GO:0042803; GO:0044308; GO:0045022; GO:0055037; GO:0070062"
"Pver_gene_g22978"	0.00216732916671669	0.0359212083525583	"Pver_g22978.t1"	"swiss-prot"	"P50748"	"Kinetochore-associated protein 1 (Rough deal homolog) (HsROD) (Rod) (hRod)"	1994	663	32.1	318	4.21e-86	30.01358081	"Homo sapiens (Human)"	"GO:0000777; GO:0000922; GO:0005634; GO:0005828; GO:0005829; GO:0005886; GO:0007093; GO:0007096; GO:0015629; GO:0051301; GO:0065003; GO:1990423"
"Pver_gene_g6054"	0.00217902312196784	0.0360752052915866	"Pver_g6054.t1"	"swiss-prot"	"Q8N556"	"Actin filament-associated protein 1 (110 kDa actin filament-associated protein) (AFAP-110)"	2420	92	31.5	67	2.04e-09	12.60273973	"Homo sapiens (Human)"	"GO:0003779; GO:0005829; GO:0005925; GO:0009966; GO:0015629; GO:0017124; GO:0042169; GO:0051493"
"Pver_gene_g10281"	0.00218284021951917	0.0360985999298457	"Pver_g10281.t1"	"trembl"	"A0A2B4RHH0"	"Short-chain collagen C4"	194	158	65.2	218	1.03e-63	23.26951399	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0005581"
"Pver_gene_g9422"	0.00220203881684677	0.0362508655099254	"Pver_g9422.t1"	"swiss-prot"	"Q5R685"	"Phosphatidylinositol 3-kinase regulatory subunit alpha (PI3-kinase regulatory subunit alpha) (PI3K regulatory subunit alpha) (PtdIns-3-kinase regulatory subunit alpha) (Phosphatidylinositol 3-kinase 85 kDa regulatory subunit alpha) (PI3-kinase subunit p85-alpha) (PtdIns-3-kinase regulatory subunit p85-alpha)"	955	78	41	56.2	1.08e-06	10.77348066	"Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)"	"GO:0001678; GO:0005623; GO:0005634; GO:0005737; GO:0007165; GO:0015031; GO:0032869; GO:0033120; GO:0034976; GO:0042307; GO:0043066; GO:0045944; GO:0050821; GO:1900103"
"Pver_gene_g14275"	0.00220375633486057	0.0362508655099254	"Pver_g14275.t1"	"swiss-prot"	"Q56A18"	"SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 (BRG1-associated factor 57) (BAF57)"	340	227	63.9	277	4.09e-90	60.37234043	"Rattus norvegicus (Rat)"	"GO:0003677; GO:0003723; GO:0005634; GO:0006337; GO:0006338; GO:0007286; GO:0007420; GO:0008080; GO:0016514; GO:0016922; GO:0022008; GO:0043044; GO:0045892; GO:0047485; GO:0071564; GO:0071565"
"Pver_gene_split_gene_g16938-g646"	0.00220068482082186	0.0362508655099254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Pver_gene_g18563"	0.00220411828786374	0.0362508655099254	"Pver_g18563.t1"	"swiss-prot"	"Q0P4P2"	"Fibrinogen C domain-containing protein 1"	493	216	54.6	243	1.26e-73	47.26477024	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	"GO:0008061; GO:0016021; GO:0046872"
"Pver_gene_g26576"	0.0021970805354443	0.0362508655099254	"Pver_g26576.t1"	"trembl"	"A0A2B4RNU9"	"Retrovirus-related Pol polyprotein"	250	244	63.1	329	6.33e-100	11.3277623	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0004714; GO:0005524; GO:0015074; GO:0016021"
"Pver_gene_g6860"	0.00221095387506332	0.0362845779349525	"Pver_g6860.t2"	"swiss-prot"	"Q0V8T5"	"Contactin-associated protein like 5-2 (Cell recognition molecule Caspr5-2) (Cell recognition molecule Caspr5b) (Contactin-associated protein-like 5b)"	1078	151	39.1	86.7	7.5e-16	11.6873065	"Rattus norvegicus (Rat)"	"GO:0005509; GO:0007155; GO:0016021"
"Pver_gene_g14454"	0.00221100085312211	0.0362845779349525	"Pver_g14454.t2"	"swiss-prot"	"Q58L91"	"Venom prothrombin activator oscutarin-C non-catalytic subunit (vPA) (Venom coagulation factor Va-like protein) [Cleaved into: Oscutarin-C non-catalytic subunit heavy chain; Oscutarin-C non-catalytic subunit light chain]"	2936	152	33.6	78.6	1.02e-12	10.41809459	"Oxyuranus scutellatus (Coastal taipan)"	"GO:0005507; GO:0005576; GO:0006508; GO:0009405; GO:0016504; GO:0032991; GO:0035807; GO:0044469; GO:0090729"
"Pver_gene_g1375"	0.00223112030600304	0.0365747844049581	"Pver_g1375.t1"	"swiss-prot"	"Q9XZ08"	"Exostosin-3 (EC 2.4.1.223) (Protein brother of tout-velu)"	888	874	47.6	739	0	89.91769547	"Drosophila melanogaster (Fruit fly)"	"GO:0000139; GO:0001888; GO:0005783; GO:0005789; GO:0005794; GO:0006024; GO:0006044; GO:0006486; GO:0007275; GO:0008375; GO:0015012; GO:0015014; GO:0016021; GO:0016055; GO:0016757; GO:0030201; GO:0030210; GO:0030513; GO:0045880; GO:0046872; GO:0090263"
"Pver_gene_g4563"	0.0022460565216311	0.0367794817108098	"Pver_g4563.t1"	"swiss-prot"	"Q99LB7"	"Sarcosine dehydrogenase, mitochondrial (SarDH) (EC 1.5.8.3)"	927	892	66.3	1290	0	97.06202394	"Mus musculus (Mouse)"	"GO:0005542; GO:0005737; GO:0005739; GO:0005759; GO:0008480; GO:0016491; GO:0035999; GO:0050660; GO:1901053"
"Pver_gene_g3669"	0.00225616359317629	0.0368395871331952	"Pver_g3669.t1"	"swiss-prot"	"P30937"	"Somatostatin receptor type 4 (SS-4-R) (SS4-R) (SS4R)"	469	289	32.5	108	1.41e-24	75.26041667	"Rattus norvegicus (Rat)"	"GO:0004930; GO:0004994; GO:0005737; GO:0005886; GO:0005887; GO:0007218; GO:0016477; GO:0030900; GO:0042277; GO:0042923; GO:0070374; GO:0071385; GO:0090238; GO:0106072"
"Pver_gene_g3740"	0.0022544813647784	0.0368395871331952	"Pver_g3740.t1"	"swiss-prot"	"Q9EQJ0"	"Two pore calcium channel protein 1 (Voltage-dependent calcium channel protein TPC1)"	767	725	47.6	618	0	88.73929009	"Mus musculus (Mouse)"	"GO:0005245; GO:0005248; GO:0005623; GO:0005765; GO:0010008; GO:0010508; GO:0015280; GO:0016021; GO:0034765; GO:0035725; GO:0042802; GO:0042803; GO:0072345; GO:0080025"
"Pver_gene_g25711"	0.0022570871179102	0.0368395871331952	"Pver_g25711.t1"	"trembl"	"A0A3M6TKN9"	"Uncharacterized protein"	2641	162	56.8	164	1.88e-36	8.4375	"Pocillopora damicornis"	"GO:0016021"
"Pver_gene_g4303"	0.00226981980772588	0.0370071815774287	"Pver_g4303.t1"	"swiss-prot"	"Q8IY21"	"Probable ATP-dependent RNA helicase DDX60 (EC 3.6.4.13) (DEAD box protein 60)"	1768	1850	33.1	821	0	108.0607477	"Homo sapiens (Human)"	"GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005737; GO:0005829; GO:0009615; GO:0045087; GO:0045111; GO:0051607; GO:1900245; GO:1900246"
"Pver_gene_g3290"	0.00231490965217123	0.0377013919056433	"Pver_g3290.t1"	"swiss-prot"	"B2LT62"	"Toll-like receptor 2 (CD antigen CD282)"	598	114	41.2	92.8	2.17e-18	14.54081633	"Capra ibex (Ibex)"	"GO:0002755; GO:0005794; GO:0006954; GO:0016021; GO:0030670; GO:0034134; GO:0045087; GO:0045121; GO:0050707; GO:0050729; GO:0071726; GO:0071727"
"Pver_gene_g15241"	0.00233151214508426	0.0379306461219775	"Pver_g15241.t1"	"swiss-prot"	"O00442"	"RNA 3'-terminal phosphate cyclase (RNA cyclase) (RNA-3'-phosphate cyclase) (EC 6.5.1.4) (RNA terminal phosphate cyclase domain-containing protein 1) (RTC domain-containing protein 1)"	537	367	29.7	176	4.23e-49	100.273224	"Homo sapiens (Human)"	"GO:0003723; GO:0003963; GO:0005524; GO:0005634; GO:0005654; GO:0006396"
"Pver_gene_g11395"	0.00234466430898829	0.0381033325365456	"Pver_g11395.t1"	"swiss-prot"	"Q6QNK2"	"Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133) (G-protein coupled receptor PGR25)"	2136	310	46.8	294	5.35e-82	35.46910755	"Homo sapiens (Human)"	"GO:0004930; GO:0005886; GO:0005887; GO:0007166; GO:0007186; GO:0007189; GO:0016021"
"Pver_gene_g21040"	0.00235266876263618	0.0381920801510756	"Pver_g21040.t1"	"trembl"	"A0A2B4SNQ4"	"Uncharacterized protein"	131	131	46.6	135	4.26e-35	27.0661157	"Stylophora pistillata (Smooth cauliflower coral)"	""
"Pver_gene_g2308"	0.00235983867539585	0.0382671031854688	"Pver_g2308.t1"	"swiss-prot"	"Q9GKS9"	"Double zinc ribbon and ankyrin repeat-containing protein 1"	794	570	40.9	434	5.73e-142	94.05940594	"Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)"	"GO:0046872"
"Pver_gene_g11204"	0.00236297191704507	0.0382765763822533	"Pver_g11204.t1"	"swiss-prot"	"Q99PV0"	"Pre-mRNA-processing-splicing factor 8 (Splicing factor Prp8)"	2326	2318	92.3	4521	0	99.27194861	"Mus musculus (Mouse)"	"GO:0000244; GO:0000386; GO:0000398; GO:0005634; GO:0005682; GO:0016607; GO:0017070; GO:0030532; GO:0030619; GO:0030620; GO:0030623; GO:0046540; GO:0070530; GO:0071005; GO:0071006; GO:0071007; GO:0071013; GO:0071222; GO:0071356; GO:0097157"
"Pver_gene_g8118"	0.00238600091821428	0.0386042291166703	"Pver_g8118.t1"	"swiss-prot"	"Q0P5C0"	"Lipase maturation factor 1 (Transmembrane protein 112)"	796	507	52.5	497	6.23e-167	90.37433155	"Bos taurus (Bovine)"	"GO:0005789; GO:0006641; GO:0016021; GO:0051604"
"Pver_gene_g12437"	0.00238834102619784	0.0386042291166703	"Pver_g12437.t2"	"swiss-prot"	"Q6DFV5"	"Probable helicase with zinc finger domain (EC 3.6.4.-)"	7257	105	43.8	73.2	1.02e-10	5.346232179	"Mus musculus (Mouse)"	"GO:0003723; GO:0004386; GO:0005524; GO:0005634; GO:0005829; GO:0035194; GO:0043186; GO:0046872"
"Pver_gene_g18035"	0.00240408034683875	0.0388168499872373	"Pver_g18035.t1"	"swiss-prot"	"Q8N137"	"Centrobin (Centrosomal BRCA2-interacting protein) (LYST-interacting protein 8)"	1135	565	34.2	245	1.7e-66	62.56921373	"Homo sapiens (Human)"	"GO:0005813; GO:0005814; GO:0005829; GO:0007099; GO:0019904; GO:0051299; GO:1902017; GO:1902410"
"Pver_gene_g20035"	0.00242467132190697	0.0391072659181042	"Pver_g20035.t1"	"trembl"	"A0A2B4RA66"	"Transposon Ty3-I Gag-Pol polyprotein"	166	83	55.4	86.7	1.41e-16	7.742537313	"Stylophora pistillata (Smooth cauliflower coral)"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g25875"	0.00244701630691541	0.0394253185242937	"Pver_g25875.t2"	"swiss-prot"	"F1QEB7"	"WD repeat-containing protein 11"	1257	253	62.055	317	6.85e-89	20.4196933	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0001755; GO:0005623; GO:0005634; GO:0005737; GO:0005802; GO:0005930; GO:0006886; GO:0007507; GO:0008589; GO:0031410; GO:0035264; GO:0036064; GO:0060271; GO:0060322; GO:0099041"
"Pver_gene_g1372"	0.00245744885869658	0.0394806561504154	"Pver_g1372.t2"	"trembl"	"A0A2G8K184"	"Uncharacterized protein"	1236	559	36.5	336	1.14e-97	85.86789555	"Stichopus japonicus (Sea cucumber)"	""
"Pver_gene_g5148"	0.00245550992116616	0.0394806561504154	"Pver_g5148.t1"	"swiss-prot"	"Q00168"	"Calcium/calmodulin-dependent protein kinase type II alpha chain (CaM-kinase II alpha chain) (EC 2.7.11.17)"	412	308	45.8	276	1.14e-86	58.11320755	"Drosophila melanogaster (Fruit fly)"	"GO:0004674; GO:0004683; GO:0005516; GO:0005524; GO:0005737; GO:0005954; GO:0006468; GO:0007268; GO:0007528; GO:0007611; GO:0007616; GO:0007619; GO:0008049; GO:0008582; GO:0009267; GO:0010888; GO:0030424; GO:0030425; GO:0043005; GO:0045211; GO:0048786; GO:0050710; GO:0051489; GO:0060278; GO:1990443"
"Pver_gene_g11790"	0.00245833867212563	0.0394806561504154	"Pver_g11790.t1"	"swiss-prot"	"Q9UGM3"	"Deleted in malignant brain tumors 1 protein (Glycoprotein 340) (Gp-340) (Hensin) (Salivary agglutinin) (SAG) (Surfactant pulmonary-associated D-binding protein)"	1957	104	57.7	114	7.08e-24	4.309987567	"Homo sapiens (Human)"	"GO:0001530; GO:0003677; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006898; GO:0007275; GO:0008329; GO:0009897; GO:0015031; GO:0016032; GO:0019898; GO:0030670; GO:0030855; GO:0031012; GO:0035375; GO:0038187; GO:0042589; GO:0043152; GO:0044267; GO:0045087; GO:0048306; GO:0050829; GO:0050830; GO:0051607; GO:0061844; GO:0070062; GO:0070891; GO:1904399"
"Pver_gene_g1915"	0.00247937001615979	0.0397758762421531	"Pver_g1915.t1"	"swiss-prot"	"Q6UWJ1"	"Transmembrane and coiled-coil domain-containing protein 3 (Putative LAG1-interacting protein)"	704	665	44.4	514	2.38e-173	98.22747415	"Homo sapiens (Human)"	"GO:0015299; GO:0016021"
"Pver_gene_g1588"	0.00248555889842841	0.0397908863001433	"Pver_g1588.t1"	"swiss-prot"	"Q08BG1"	"Transmembrane protein with metallophosphoesterase domain (EC 3.1.-.-)"	435	374	40.9	302	1.23e-97	85.58352403	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0016021; GO:0016787; GO:0046872"
"Pver_gene_g18887"	0.00248560544416185	0.0397908863001433	"Pver_g18887.t1"	"swiss-prot"	"Q86W25"	"NACHT, LRR and PYD domains-containing protein 13 (Nucleotide-binding oligomerization domain protein 14)"	1330	207	35.3	75.5	2.92e-12	19.84659636	"Homo sapiens (Human)"	"GO:0005524"
"Pver_gene_g8736"	0.00248902126404596	0.0398031345057658	"Pver_g8736.t1"	"swiss-prot"	"Q9VCA8"	"Ankyrin repeat and KH domain-containing protein mask (Multiple ankyrin repeat single KH domain-containing protein)"	2139	399	76.9	651	0	9.972506873	"Drosophila melanogaster (Fruit fly)"	"GO:0001751; GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0007005; GO:0007169; GO:0019901; GO:0030018; GO:0031430; GO:0043066; GO:0045214; GO:0060361; GO:0090210; GO:1903147"
"Pver_gene_g7939"	0.00253491582477854	0.0404602390435288	"Pver_g7939.t1"	"swiss-prot"	"Q498J7"	"Zygotic DNA replication licensing factor mcm6-A (EC 3.6.4.12) (Zygotic minichromosome maintenance protein 6-A) (zMCM6-A) (zMCM6a)"	404	376	63.8	456	1.94e-153	45.68651276	"Xenopus laevis (African clawed frog)"	"GO:0003677; GO:0003678; GO:0005524; GO:0005634; GO:0006270; GO:0007049; GO:0030174; GO:0042555; GO:0046872"
"Pver_gene_g22136"	0.00253550112812737	0.0404602390435288	"Pver_g22136.t1"	"swiss-prot"	"Q09575"	"Uncharacterized protein K02A2.6"	286	169	40.2	125	7.99e-31	13.32807571	"Caenorhabditis elegans"	"GO:0003676; GO:0008270; GO:0015074"
"Pver_gene_g8159"	0.00255361056812124	0.0407059620922595	"Pver_g8159.t1"	"swiss-prot"	"P53804"	"E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (Protein DCRR1) (RING finger protein 105) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Tetratricopeptide repeat protein 3) (TPR repeat protein 3)"	1904	176	36.9	94.7	8.1e-18	8.691358025	"Homo sapiens (Human)"	"GO:0004842; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0006511; GO:0046872; GO:0070936"
"Pver_gene_g9307"	0.00257155691744998	0.0409051892716409	"Pver_g9307.t1"	"swiss-prot"	"P21328"	"RNA-directed DNA polymerase from mobile element jockey (EC 2.7.7.49) (Reverse transcriptase)"	346	150	34	70.9	3.98e-12	16.37554585	"Drosophila melanogaster (Fruit fly)"	"GO:0003964"
"Pver_gene_g14499"	0.00257016818393486	0.0409051892716409	"Pver_g14499.t1"	"swiss-prot"	"B8JKP6"	"GREB1-like protein"	2185	182	30.8	56.6	3.28e-06	9.371781668	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0001822; GO:0016021; GO:0048793"
"Pver_gene_g722"	0.00259891391565758	0.0412093889730879	"Pver_g722.t1"	"swiss-prot"	"Q96FG2"	"ELMO domain-containing protein 3 (RNA-binding motif and ELMO domain-containing protein 1) (RNA-binding motif protein 29) (RNA-binding protein 29)"	366	204	51.5	205	1.17e-61	53.54330709	"Homo sapiens (Human)"	"GO:0005737; GO:0005856; GO:0032420; GO:0043547; GO:0060091"
"Pver_gene_g9129"	0.00259639245863453	0.0412093889730879	"Pver_g9129.t1"	"swiss-prot"	"O75131"	"Copine-3 (Copine III)"	539	528	58.1	592	0	98.32402235	"Homo sapiens (Human)"	"GO:0003723; GO:0004674; GO:0005544; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0005925; GO:0030054; GO:0030335; GO:0030971; GO:0035577; GO:0038128; GO:0043312; GO:0046474; GO:0048306; GO:0070062; GO:0071277; GO:0071363"
"Pver_gene_g12803"	0.00259884014959313	0.0412093889730879	"Pver_g12803.t3"	"swiss-prot"	"P17074"	"40S ribosomal protein S19"	1144	139	71.2	204	1.37e-59	95.86206897	"Rattus norvegicus (Rat)"	"GO:0000028; GO:0003735; GO:0005730; GO:0006412; GO:0007219; GO:0022627; GO:0030218; GO:0031369; GO:0045202"
"Pver_gene_g21235"	0.00261280323527878	0.0413859212879178	"Pver_g21235.t1"	"swiss-prot"	"Q7LHG5"	"Transposon Ty3-I Gag-Pol polyprotein (Gag3-Pol3) (Transposon Ty3-2 TYA-TYB polyprotein) [Cleaved into: Capsid protein (CA) (p24); Spacer peptide p3; Nucleocapsid protein p11 (NC); Ty3 protease (PR) (EC 3.4.23.-) (p16); Spacer peptide J; Reverse transcriptase/ribonuclease H (RT) (RT-RH) (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p55); Integrase p52 (IN); Integrase p49 (IN)]"	513	267	31.1	134	6.57e-32	17.82376502	"Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)"	"GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0008233; GO:0008270; GO:0015074; GO:0032197"
"Pver_gene_g22180"	0.00262171422577654	0.041483309604068	"Pver_g22180.t1"	"trembl"	"A0A1S3KFA9"	"uncharacterized protein LOC106181488"	272	282	48.9	248	2.37e-71	16.90647482	"Lingula unguis"	"GO:0003676; GO:0015074"
"Pver_gene_g129"	0.00263197969397009	0.0415175134185178	"Pver_g129.t1"	"swiss-prot"	"O60733"	"85/88 kDa calcium-independent phospholipase A2 (CaI-PLA2) (EC 3.1.1.4) (Group VI phospholipase A2) (GVI PLA2) (Intracellular membrane-associated calcium-independent phospholipase A2 beta) (iPLA2-beta) (Patatin-like phospholipase domain-containing protein 9) (PNPLA9)"	810	803	38.61	539	7.81e-180	99.63	"Homo sapiens (Human)"	"GO:0001934; GO:0004623; GO:0005516; GO:0005615; GO:0005623; GO:0005739; GO:0005829; GO:0006935; GO:0007204; GO:0007613; GO:0014832; GO:0016020; GO:0016042; GO:0016787; GO:0017171; GO:0019731; GO:0019901; GO:0032049; GO:0034451; GO:0034976; GO:0035774; GO:0036151; GO:0036152; GO:0038096; GO:0043008; GO:0045921; GO:0047499; GO:0051967; GO:0060135; GO:0090037; GO:0090200; GO:0090238; GO:0097755; GO:0102567; GO:0102568; GO:1901339; GO:2000304"
"Pver_gene_g14998"	0.00263217053638978	0.0415175134185178	"Pver_g14998.t1"	"swiss-prot"	"A2AG06"	"Meiosis-specific coiled-coil domain-containing protein MEIOC (Meiosis-specific with coiled-coil domain protein)"	640	172	47.1	153	1.77e-37	17.8238342	"Mus musculus (Mouse)"	"GO:0005623; GO:0005634; GO:0005737; GO:0006302; GO:0007130; GO:0007141; GO:0007144; GO:0007283; GO:0007286; GO:0048255; GO:0048599; GO:0051310; GO:0051729; GO:0070192"
